timestamp_ns,x,y,yaw_rad
1730821395179570998,2.5243784936535105,-2.6834244438898085,1.2807695911372954
1730821395229945410,2.5247810522322807,-2.6829422064068518,1.280950890910698
1730821395254571350,2.524050492478932,-2.6838234510109347,1.2809203839479486
1730821395279586300,2.5253368435960937,-2.683612087789134,1.2811074800617155
1730821395304963422,2.52506292178496,-2.683786942718122,1.2811460378161275
1730821395354647350,2.525146899401666,-2.6832839046164176,1.2810156245243485
1730821395404924427,2.5248790406837864,-2.6838433108316995,1.2811375698907121
1730821395454932620,2.525192128034787,-2.6837981094859416,1.2811973838158768
1730821395480135549,2.524509192987388,-2.6828606547654514,1.281106940237579
1730821395504904899,2.525380928155978,-2.6839382852991998,1.2809708659852723
1730821395530131908,2.5249007798807575,-2.6838388335277026,1.2808419115708594
1730821395580119651,2.5247177533282774,-2.683378163953404,1.2810870985358167
1730821395629926026,2.5253478681118704,-2.6833023161524885,1.2811771468150956
1730821395655165170,2.525537424469026,-2.683063115344866,1.2810401845642316
1730821395679808843,2.5257120658452634,-2.684810528981696,1.2812061910901582
1730821395704948000,2.5256505318965345,-2.6837751577034683,1.2815338298137076
1730821395754770718,2.5245896672220223,-2.6834151143197276,1.2812051061807082
1730821395805001869,2.524907026237544,-2.682954042004681,1.28099949178674
1730821395830265869,2.5252356977713952,-2.68333034351588,1.2810840970324684
1730821395854840613,2.5246901319647916,-2.682965022965841,1.2809965263802119
1730821395880022779,2.5248160362618606,-2.6834917236239857,1.2810180837689578
1730821395929872625,2.524711894021419,-2.6829215259559964,1.2810083311061076
1730821395980251371,2.525024784712633,-2.68376284463161,1.2812474879713278
1730821396029930562,2.5252294872773797,-2.684260002276096,1.2811208591871135
1730821396055105288,2.5246082284374944,-2.6837333395090095,1.281067972836541
1730821396080271577,2.525141646571001,-2.6833286675153514,1.2810090424707776
1730821396105466374,2.525680170806109,-2.6835310861054977,1.2810314864377237
1730821396155432187,2.525592245458779,-2.6835047239082814,1.2812527933812474
1730821396205519634,2.5242338626719283,-2.683222095828894,1.2810134254588013
1730821396230195336,2.524782396406686,-2.6840575503171866,1.2811398023376586
1730821396255395841,2.5248435241758416,-2.6833656685006813,1.2810375397561733
1730821396280007749,2.524837192413663,-2.6838659485235707,1.2811682627901564
1730821396330248043,2.524401856038817,-2.683661095034838,1.2809961925829572
1730821396380543402,2.5253269637131326,-2.6836716434029353,1.281008019741742
1730821396405305807,2.524763331921323,-2.683200089401334,1.2809290585098845
1730821396430508688,2.5252032350705345,-2.6827279850974017,1.2808861890135628
1730821396455379282,2.5240085903268503,-2.682870506785543,1.2809938998990034
1730821396505360009,2.5246558372446315,-2.684200698817831,1.281071876548484
1730821396555363710,2.524654213956899,-2.6835328203559987,1.2809080528980037
1730821396605193579,2.525440012508648,-2.682875913887798,1.2811403375221389
1730821396630393719,2.525165401180097,-2.6836673061016643,1.2811804685905608
1730821396655604485,2.5250145109721265,-2.683538682435074,1.2810452891159863
1730821396680232926,2.5256612053793868,-2.6837771981178418,1.2812763696879301
1730821396730635193,2.524939166201393,-2.683545803879572,1.2809739781251628
1730821396780432016,2.525212530872001,-2.683204557803695,1.281106567884079
1730821396805660892,2.525527023312998,-2.6828548458272103,1.2811309353176281
1730821396830279393,2.5251468044103937,-2.6836099276532894,1.2811293171923623
1730821396855474325,2.5253265477518134,-2.6829464157890075,1.2810196974567098
1730821396905316767,2.524564690027877,-2.6839244473244404,1.2811466707879258
1730821396955531758,2.5249004658081375,-2.683804003047775,1.2812912614267815
1730821397005787151,2.5254727468335774,-2.6834376326258917,1.281052313698534
1730821397055783671,2.5251644377764424,-2.684483276338998,1.281331805583123
1730821397080540144,2.5251063990078424,-2.6839507560155416,1.2810130658588994
1730821397105762320,2.5247047462705607,-2.683360386298017,1.2810814282647567
1730821397130395293,2.525751779349739,-2.6831534858957276,1.2811680028728036
1730821397180792183,2.525224916945372,-2.6840524976112845,1.281290022418954
1730821397230613523,2.5250602294341196,-2.6827837191468964,1.281021405158181
1730821397280449149,2.525524843005032,-2.6845580989881177,1.281044639432895
1730821397305637022,2.5247029658551527,-2.6829853368131227,1.2809351705268985
1730821397330749094,2.524495717480828,-2.6826024196861833,1.2809648409372976
1730821397355957352,2.5253595183211632,-2.6829050989846253,1.2810056997926609
1730821397405887101,2.5250083298784025,-2.683458573692521,1.2811260797464865
1730821397430478685,2.525271917032636,-2.683292405785912,1.2811370755480824
1730821397455534407,2.5251516243997356,-2.684570832125717,1.2811976498745257
1730821397505927056,2.5252055094337402,-2.6840686021882236,1.2811414640131225
1730821397555752114,2.525313818299751,-2.6831793077967196,1.2810436599764918
1730821397580957348,2.5248245781999765,-2.6831424679169005,1.2811371773327944
1730821397605573229,2.524999579457494,-2.683433957893773,1.2810435625193533
1730821397631269714,2.5247817160561863,-2.6832315168106438,1.2810078133000342
1730821397680615215,2.525012265774137,-2.6832278891058077,1.2811755152055921
1730821397730942323,2.523677719149421,-2.683583159298732,1.2809740315533376
1730821397755624381,2.5249865438573966,-2.68368598848014,1.2811735690900707
1730821397780896357,2.525026988231047,-2.6827718227584185,1.2811232558095689
1730821397806063194,2.525487806351136,-2.683453687560549,1.2811787979623768
1730821397856050498,2.522667036428972,-2.682228329759909,1.2886346474651826
1730821397906046404,2.525209876850228,-2.6805567118595395,1.3091052850604352
1730821397931220558,2.526578729210213,-2.677168121667265,1.321508364215482
1730821397957024798,2.527920644052667,-2.674222953615272,1.3352334755110127
1730821397981163026,2.5307194196844063,-2.671674156038414,1.348059575246612
1730821398031554003,2.5341901508220834,-2.6631670867294313,1.3713378003199015
1730821398081473104,2.5375600802283893,-2.657028169402997,1.3850974158181042
1730821398131300129,2.538528227745113,-2.649617967940632,1.394719618244967
1730821398156513186,2.540094509236783,-2.6429193784501255,1.3984335113587534
1730821398181198849,2.5397501234184245,-2.6384841735916944,1.40121373858522
1730821398206357137,2.5418642803661373,-2.6322105014903796,1.4032619808437403
1730821398256158215,2.5427634345613925,-2.6234968087475146,1.4059158014878812
1730821398306415999,2.544376411422475,-2.6152389307085815,1.4092077981393263
1730821398331643355,2.545391774057073,-2.609756679441867,1.410729547181955
1730821398356399237,2.5467231549341474,-2.604740058864788,1.4112290995561083
1730821398381597489,2.547282420452579,-2.5998394470063073,1.4108638493057988
1730821398431244435,2.549456527449723,-2.5900199293318313,1.4118508668267644
1730821398481306574,2.5522836022794433,-2.581119096945035,1.4108434544535429
1730821398506926948,2.5526231480244013,-2.5745606410779045,1.4099691794639255
1730821398531679231,2.5532661366618985,-2.5706584078290406,1.409616797097921
1730821398556896764,2.5553674102296253,-2.564196398208532,1.407777777272621
1730821398606863540,2.558090148354117,-2.554197543321298,1.400235863992122
1730821398631497513,2.5598476645561212,-2.5499123806679664,1.396471280311297
1730821398656512179,2.5603860904076563,-2.5436308470815723,1.3913364821274257
1730821398681558093,2.5622080942320578,-2.538242834958388,1.3864610150380652
1730821398706759052,2.5636315747790954,-2.5323546279278353,1.3819129439279079
1730821398731943244,2.5648563645856894,-2.525931241108109,1.3769400586755112
1730821398781583652,2.567711924064388,-2.515601136535499,1.3659268019457669
1730821398831843434,2.57048578724408,-2.5060607286431376,1.3555769931774329
1730821398882258391,2.5732869998591275,-2.4965388727850284,1.3480353117939217
1730821398907030808,2.5744601241981977,-2.489731313176815,1.3451238833979267
1730821398933808255,2.577130139916348,-2.4851579090744718,1.3430682039398247
1730821398956830744,2.5779166678704075,-2.4795297631440056,1.341528780538247
1730821399006888491,2.580798997716858,-2.468507244180419,1.340857496906362
1730821399056955476,2.582923021266429,-2.459037074596472,1.3383897026468146
1730821399082158426,2.5848636707823935,-2.4535449466459207,1.3370637454051773
1730821399107379337,2.5864685482275904,-2.449497298761732,1.3356010961102724
1730821399132582185,2.586604863772552,-2.4442100687332697,1.3339810145373543
1730821399182552176,2.5895403313623975,-2.435274998287118,1.3319208099002222
1730821399232519905,2.591630511844915,-2.4244619465823862,1.328744519569024
1730821399282740323,2.5940283518257905,-2.413098891373769,1.3243575032904449
