timestamp,x,y,column,robot_x,robot_y,robot_yaw_rad
1730820829872794368,9.69,0.06,2,5.863779071944206,-1.818196518231109,1.6285634296845473
1730820829972799488,9.67,0.06,2,5.8666733692842605,-1.8173143988797968,1.6306107723280374
1730820830072718336,9.65,0.06,2,5.867111984314892,-1.8161848823426112,1.6311481996810002
1730820830172780544,9.63,0.06,2,5.86950992159363,-1.814770155814816,1.631365136009967
1730820830272747520,9.61,0.06,2,5.8702744996141005,-1.8138684378783652,1.6324096191587598
1730820830372719616,9.59,0.06,2,5.870063933494858,-1.8130118808415128,1.6325697564563084
1730820830472757504,9.57,0.06,2,5.872977330551812,-1.8114703442145603,1.6343054429477544
1730820830572744704,9.55,0.06,2,5.874244056624527,-1.8098842937230404,1.634789186194656
1730820830672736512,9.54,0.06,2,5.875308108955343,-1.8091932846344985,1.6345978682485476
1730820830772744448,9.52,0.06,2,5.876209941749273,-1.8041697801627523,1.6409848815745287
1730820830872760576,9.5,0.06,2,5.874656252071252,-1.7841792723300158,1.6552242134723618
1730820830972594432,9.43,0.05,2,5.874055934056987,-1.7566007661390175,1.6565484499349732
1730820831072776448,9.36,0.05,2,5.87204468285738,-1.7347641753490364,1.657610583275234
1730820831172735488,9.29,0.04,2,5.869782194389376,-1.705197759951803,1.6602981762854214
1730820831272753408,9.23,0.04,2,5.869600739851285,-1.6799016644020248,1.662339363656254
1730820831372713472,9.16,0.03,2,5.868124050809954,-1.6590968287429466,1.664611093254841
1730820831472692480,9.09,0.03,2,5.866602015937319,-1.6351154154889609,1.6731022679143186
1730820831572748544,9.02,0.02,2,5.867181436657162,-1.6199980099755114,1.677073685995222
1730820831672757504,8.95,0.02,2,5.866924523209596,-1.5981841135502095,1.6735825326094176
1730820831772778240,8.89,0.01,2,5.864679682625151,-1.572450997740482,1.6567520093247392
1730820831872658432,8.82,0.01,2,5.865667276333866,-1.5523838507512515,1.6384227888424767
1730820831972808448,8.74,0.02,2,5.86628443303852,-1.531827202124591,1.6188036832056418
1730820832072800512,8.66,0.02,2,5.866708320551991,-1.516136960052882,1.6047924460041785
1730820832172783360,8.58,0.03,2,5.867830755685618,-1.491048384927663,1.5904556106197862
1730820832272708352,8.5,0.04,2,5.870156271757224,-1.4720223140028028,1.5868645497352003
1730820832372653568,8.42,0.05,2,5.870998362047533,-1.4493443892403497,1.575451289784
1730820832472666368,8.34,0.05,2,5.8740057814000135,-1.4310035085241095,1.5588758153280031
1730820832572640512,8.26,0.06,2,5.874750614202249,-1.4048362754807944,1.5422795251948036
1730820832672847616,8.18,0.07,2,5.876481698219829,-1.383391194645929,1.537164699252753
1730820832772799488,8.1,0.07,2,5.87932251329265,-1.363307787735078,1.5291823899628538
1730820832872646400,8.02,0.08,2,5.880593628940531,-1.3430678353192136,1.521402082930012
1730820832972625152,7.94,0.09,2,5.881678953927191,-1.3274865057623042,1.5153773921283389
1730820833072643328,7.86,0.09,2,5.883081518714223,-1.3063117617147424,1.5109409941079448
1730820833172674304,7.78,0.1,2,5.884566693217599,-1.278681956450128,1.5148145957427182
1730820833272624128,7.7,0.11,2,5.886286045892677,-1.2540980030240412,1.5175970080978054
1730820833372635392,7.62,0.12,2,5.885610911856399,-1.229105170145357,1.5245556685207513
1730820833472810496,7.54,0.12,2,5.886628424853306,-1.2108399785043935,1.527247523286515
1730820833572774400,7.46,0.13,2,5.887238340871567,-1.181718475485123,1.5233677998195712
1730820833672728576,7.38,0.14,2,5.889053908117108,-1.146799337748634,1.4993597597817587
1730820833772784384,7.3,0.14,2,5.892138855009571,-1.1233559839126113,1.473020825552995
1730820833872783360,7.22,0.15,2,5.892519987247624,-1.1027580259484309,1.4532527522871437
1730820833972652544,7.13,0.16,2,5.895263775882011,-1.076695372009833,1.4254386162233537
1730820834072617216,7.04,0.17,2,5.901020317116491,-1.043960841917534,1.3907435800048833
1730820834172591360,6.95,0.19,2,5.904990633698957,-1.0134136333162498,1.3701652284836094
1730820834272592384,6.86,0.2,2,5.910023982296072,-0.98093831758285,1.3701478492261523
1730820834372736512,6.77,0.21,2,5.913713595075133,-0.9578393349548924,1.3714777600377597
1730820834472736256,6.68,0.22,2,5.922188710870845,-0.913084009809598,1.3751069114514298
1730820834572730624,6.59,0.23,2,5.926246807376898,-0.8790180932280954,1.3769725914560165
1730820834672681472,6.5,0.25,2,5.933938542081076,-0.8443768172972067,1.3799737522303928
1730820834772643584,6.42,0.26,2,5.937316460276133,-0.8205549091245782,1.3806372981396724
1730820834872602368,6.33,0.27,2,5.944718894237646,-0.7804451967403894,1.3825081387864786
1730820834972621568,6.23,0.25,2,5.951481320427015,-0.7491202531011913,1.3822942546680237
1730820835072634368,6.14,0.24,2,5.960213007248736,-0.7223097418078616,1.3832049947231229
1730820835172747264,6.04,0.22,2,5.966214727092401,-0.6993860520397248,1.3839955840159337
1730820835272645120,5.95,0.2,2,5.976183393872905,-0.6620990660258607,1.3835247605310603
1730820835372598528,5.86,0.19,2,5.984648399068727,-0.626459352111318,1.383805892318105
1730820835472564480,5.76,0.17,2,5.988582582576291,-0.5918280723178643,1.3840704087453166
1730820835572614400,5.67,0.15,2,5.996632787982049,-0.5569454750582615,1.3834446309784647
1730820835672567296,5.57,0.14,2,6.00272273603514,-0.5305182162931321,1.3825217832610366
1730820835772678400,5.48,0.12,2,6.010932824340435,-0.4881386258262933,1.3812397750788594
1730820835872726528,5.39,0.1,2,6.019376338941402,-0.4565099401149404,1.381046098339436
1730820835972535296,5.32,0.06,2,6.0261211512902655,-0.4214680294352755,1.380737380587251
1730820836072540416,5.26,0.01,2,6.030539748758816,-0.3975930132850093,1.3818833256186671
1730820836172545536,5.2,-0.03,2,6.036874581611599,-0.3548268043736884,1.382001277644967
1730820836272531456,5.14,-0.07,2,6.041231028000611,-0.3223051275785882,1.3834404314917537
1730820836372598528,5.08,-0.12,2,6.047701152604247,-0.290728231266962,1.3845378745502464
1730820836472529408,5.02,-0.16,2,6.052076624960455,-0.2660822302604991,1.3845540012929136
1730820836572517376,4.96,-0.21,2,6.057990376641038,-0.2311859507535846,1.3845336654002256
1730820836672531456,4.9,-0.25,2,6.065225412310107,-0.1908236331174403,1.3847270405421488
1730820836772530432,4.84,-0.3,2,6.07110408246359,-0.1560819292509451,1.3847328986911904
1730820836872653312,4.78,-0.34,2,6.07318684296103,-0.1315679464676161,1.384903513255182
1730820836972601344,4.7,-0.4,2,6.078240568236337,-0.1002965468192084,1.386141554258562
1730820837072537344,4.63,-0.45,2,6.086291113044748,-0.0572921083574951,1.3864756089647332
1730820837172398592,4.56,-0.5,2,6.096192927551804,-0.0232795837248027,1.385925561013219
1730820837272607232,4.49,-0.56,2,6.100264529091103,-3.0079817470540463e-05,1.38704568666164
1730820837372620288,4.42,-0.61,2,6.106600525746462,0.0333900693616464,1.3911961747593335
1730820837472597248,4.35,-0.67,2,6.115646325933203,0.0670670363974945,1.3982041268408003
1730820837572607232,4.28,-0.72,2,6.1224418118452535,0.0995241278012524,1.411605460239428
1730820837672614400,4.21,-0.77,2,6.129959074660329,0.1393865637940283,1.4380835728811594
1730820837772574464,4.14,-0.83,2,6.133029230875945,0.1627248807447198,1.4497541975908477
1730820837872509184,4.07,-0.88,2,6.136996868719144,0.1959887462191691,1.454881991326457
1730820837972545280,4.0,-0.93,2,6.14184405715375,0.2278760053180314,1.4533345401957851
1730820838072530176,3.93,-0.97,2,6.149131807764543,0.2687664239115882,1.451348472205501
1730820838172506368,3.87,-1.02,2,6.150518093839233,0.2929476963036238,1.452456804753387
1730820838272646400,3.8,-1.06,2,6.1553759456781165,0.3267133100292771,1.4526251491291826
1730820838372594432,3.73,-1.11,2,6.16022106024765,0.3604615653095758,1.4536835957576095
1730820838472566272,3.66,-1.15,2,6.165196934416761,0.393995126588235,1.4550304504157685
1730820838572603392,3.59,-1.2,2,6.172436730320759,0.4359559447780819,1.4558609400126297
1730820838672591360,3.52,-1.24,2,6.176292618128626,0.4613266332005595,1.4561863575041003
1730820838772562432,3.46,-1.28,2,6.180291397944211,0.4941230005233773,1.4573634895869183
1730820838872484352,3.39,-1.33,2,6.186426175142626,0.5280754960037222,1.4585444326326455
1730820838972602368,3.32,-1.36,2,6.190498486724741,0.5695316632072933,1.4607280133957403
1730820839072566528,3.25,-1.4,2,6.194629137245963,0.5959134221720869,1.4619684930150854
1730820839172527360,3.18,-1.44,2,6.199760075107988,0.6294814341123238,1.4627209813940782
1730820839272571392,3.12,-1.47,2,6.205248140683231,0.6620992936447653,1.463297044368166
1730820839372651264,3.05,-1.51,2,6.209309293082308,0.7025505177426067,1.463369861321303
1730820839472638464,2.98,-1.54,2,6.213352136978332,0.7354659949583353,1.4622140598730442
1730820839572696320,2.91,-1.58,2,6.215323290893132,0.7601019700813794,1.462037607712691
1730820839672631296,2.84,-1.61,2,6.222213219283468,0.793041279853532,1.4619739451478566
1730820839772642304,2.78,-1.65,2,6.225089442180671,0.8235724311280044,1.4626147160918823
1730820839872622336,2.71,-1.68,2,6.228292272463627,0.8552889534320955,1.4633581810018974
1730820839972733440,2.67,-1.73,2,6.237112778391971,0.8955872551487503,1.4638191077396931
1730820840072781312,2.64,-1.78,2,6.238672108068508,0.9246556740943288,1.4626167595674195
1730820840172759296,2.6,-1.83,2,6.240543520792502,0.928585858583066,1.4638160988917264
