timestamp,x,y,column,robot_x,robot_y,robot_yaw_rad
1730818400094967296,9.96,0.08,1,2.846571299593104,-0.4776302460953918,-0.2945374578339832
1730818400194956288,9.96,0.08,1,2.8535267572394454,-0.4773482017335858,-0.2997731019347608
1730818400294904320,9.96,0.08,1,2.859597183170844,-0.4777130873691777,-0.2998393974495873
1730818400394945280,9.95,0.08,1,2.863562191054129,-0.4770159529970504,-0.2706479960120976
1730818400494989312,9.95,0.08,1,2.870917996640362,-0.475356676366875,-0.2040178832506166
1730818400594974208,9.95,0.08,1,2.873805673395819,-0.4777646891975839,-0.1394086893240369
1730818400694957312,9.95,0.08,1,2.8799884715649022,-0.4806083528612861,-0.0689975490803058
1730818400794862336,9.95,0.08,1,2.883902803392727,-0.4820067449418841,-0.0438445511008375
1730818400894927360,9.95,0.08,1,2.8856548585935013,-0.4837878504827169,-0.0402041083536692
1730818400994921216,9.95,0.08,1,2.88871405336971,-0.4835402977622308,-0.0400978463304688
1730818401094947328,9.95,0.08,1,2.889923066909169,-0.485449276159504,-0.0392893599829973
1730818401194883328,9.95,0.08,1,2.8979887867900835,-0.484822817670448,-0.0440342361415858
1730818401294899200,9.95,0.08,1,2.9130336654553965,-0.4856762977679364,-0.0625360710196631
1730818401394923264,9.95,0.08,1,2.9411084724491183,-0.4872154478189471,-0.0881230876518963
1730818401494975232,9.95,0.08,1,2.9757351924565163,-0.4881567397058662,-0.1001699609132818
1730818401594963200,9.92,0.08,1,2.994955597881513,-0.4906929906495952,-0.0968377659998394
1730818401694905344,9.89,0.08,1,3.0238620021037925,-0.4917691668768157,-0.0877898008417462
1730818401794923264,9.86,0.08,1,3.0525497668775565,-0.4955171202741716,-0.0652131527246858
1730818401894880256,9.83,0.08,1,3.084051156848622,-0.4964424218595661,-0.0423172241619364
1730818401994860288,9.8,0.08,1,3.1023789001905464,-0.4972252497990224,-0.0257801135102561
1730818402094879488,9.77,0.08,1,3.1271093862787165,-0.4984663129690548,-0.0110160298582328
1730818402194860544,9.74,0.08,1,3.1502296775120566,-0.5003309983988795,-0.0056186183200755
1730818402294898432,9.71,0.08,1,3.179408476181152,-0.5012565094727969,0.0025865658897728
1730818402394888448,9.68,0.08,1,3.196005745317009,-0.4983846055928911,0.0089695800006388
1730818402494875392,9.65,0.08,1,3.219164810871075,-0.4970111772282655,0.0201213201308293
1730818402594969600,9.58,0.07,1,3.238886190899365,-0.4968328433691809,0.0327547809922437
1730818402695076352,9.51,0.07,1,3.269038081663872,-0.4954702810130482,0.0483999619222638
1730818402794949376,9.45,0.06,1,3.2914645256469077,-0.4941984075684987,0.0584017870659928
1730818402894982400,9.38,0.05,1,3.306124652028533,-0.4949999035617234,0.0642631183834432
1730818402995053312,9.32,0.04,1,3.32756223685506,-0.4919143156829665,0.0642343310742632
1730818403094998272,9.25,0.03,1,3.348453301403671,-0.4914272356475425,0.0607859180941337
1730818403194952192,9.19,0.02,1,3.372227945694237,-0.4890968043964021,0.0562852111509728
1730818403294987264,9.12,0.02,1,3.405824088417948,-0.4820458758783318,0.0404644691588762
1730818403394975232,9.05,0.01,1,3.427768915501457,-0.4821273091848547,0.030251035729322
1730818403494962176,8.99,0.0,1,3.4481116610621787,-0.481929415884689,0.0256533035079876
1730818403594926336,8.9,-0.02,1,3.473308945572329,-0.4818642191131028,0.014191102675036
1730818403694999296,8.81,-0.03,1,3.498876672271092,-0.4806848262270062,0.0068181488752073
1730818403794948352,8.72,-0.05,1,3.532031644632528,-0.4828762612186831,-0.0023672987447001
1730818403894880256,8.63,-0.07,1,3.5547932993010005,-0.4817082801214753,-0.0074537028693124
1730818403994910208,8.54,-0.08,1,3.584514415494436,-0.4838260085170793,-0.0126290118930108
1730818404094827264,8.44,-0.1,1,3.614613762471104,-0.4860716910107592,-0.0171515537313759
1730818404194905344,8.35,-0.12,1,3.645317750454125,-0.4840706416168878,-0.0201006017274945
1730818404294930176,8.26,-0.13,1,3.6867989544656377,-0.4841664014450103,-0.0240771633311927
1730818404394887168,8.17,-0.15,1,3.714721139282512,-0.4864367260005146,-0.0216659223553782
1730818404494811392,8.08,-0.16,1,3.7436238901574086,-0.4842468892913453,-0.0106552364119621
1730818404594939136,7.99,-0.17,1,3.7846564199502186,-0.4868952924548221,0.0075533160603131
1730818404694763264,7.9,-0.18,1,3.813356375100472,-0.4864863294655966,0.0209100364560142
1730818404794795264,7.8,-0.19,1,3.8486467834440257,-0.48627540702429,0.0232305205238833
1730818404894842368,7.71,-0.2,1,3.87406137746448,-0.4847106974925739,0.02411512654998
1730818404994822144,7.62,-0.21,1,3.9111775418769934,-0.4848002385331784,0.0243506517442564
1730818405094906368,7.52,-0.21,1,3.951347308224783,-0.4825368123920949,0.0240199132459306
1730818405194973440,7.43,-0.22,1,3.988657307157267,-0.4814723779066615,0.02376985189926
1730818405294958336,7.34,-0.23,1,4.014893173777768,-0.4802093920550493,0.0227346617406905
1730818405394885376,7.24,-0.24,1,4.052234967949489,-0.4811211868039362,0.0222085555930951
1730818405494991360,7.15,-0.25,1,4.0870819826009,-0.4825362910552969,0.0220402511562318
1730818405594918400,7.05,-0.24,1,4.130650808704748,-0.4860600568184661,0.0225401771443931
1730818405694984448,6.95,-0.24,1,4.166140189212533,-0.4867020463101093,0.023711116377101
1730818405794912256,6.85,-0.23,1,4.190766203311403,-0.4886100519175747,0.0238881830582944
1730818405894799360,6.74,-0.22,1,4.226747565950568,-0.4879226643316969,0.0236643937450895
1730818405994848512,6.64,-0.22,1,4.262833115032619,-0.4853519175172885,0.0229844090145643
1730818406094843392,6.54,-0.21,1,4.309844416922156,-0.4821181864227686,0.0291673961904106
1730818406194852352,6.44,-0.21,1,4.336285050983958,-0.4806682471476877,0.0326206407673162
1730818406294875392,6.34,-0.2,1,4.3698356120666855,-0.4820814666128104,0.0339987079056447
1730818406394892544,6.24,-0.2,1,4.40034047563337,-0.4777396286190435,0.0364207215785507
1730818406494872320,6.13,-0.19,1,4.445392819683702,-0.4731349444069384,0.0356864102665788
1730818406594799360,6.04,-0.16,1,4.478195764033086,-0.4709367282651534,0.0360148527414592
1730818406694839552,5.95,-0.14,1,4.5052985747072505,-0.4682047179406575,0.036446856235456
1730818406794809344,5.85,-0.11,1,4.539397462541035,-0.4677708057424087,0.0360640514807464
1730818406894929408,5.76,-0.08,1,4.573848325588302,-0.4657561746589225,0.0366083979505005
1730818406994891520,5.67,-0.05,1,4.615210854122952,-0.4660429222087989,0.0361790066113174
1730818407094923520,5.57,-0.03,1,4.642039347285068,-0.4619298297962958,0.0362755072802794
1730818407194917376,5.48,0.0,1,4.676573105155854,-0.4607749185815041,0.0364263952783943
1730818407294905344,5.39,0.03,1,4.711111573011952,-0.4599641210974252,0.0356569006572299
1730818407394821376,5.29,0.06,1,4.752266295604827,-0.4588222851885615,0.0355318649058521
1730818407494819328,5.2,0.08,1,4.789718685058166,-0.4570706153732485,0.0340992390089568
1730818407594802688,5.1,0.05,1,4.817490496594623,-0.4551696623169004,0.0335838076950085
1730818407694828544,5.0,0.02,1,4.848392266127478,-0.4555911080486576,0.0342708844112222
1730818407794849280,4.91,-0.01,1,4.882850275707055,-0.4577554258438962,0.0348311003042576
1730818407894779392,4.81,-0.04,1,4.915692569321407,-0.4557724560661607,0.0345031761665533
1730818407994816512,4.71,-0.07,1,4.958612705893812,-0.4545665393789375,0.0334930055406935
1730818408094768640,4.61,-0.1,1,4.985845255747883,-0.4525186282925844,0.032865147104327
1730818408194758400,4.51,-0.13,1,5.020950390762355,-0.4549296631073687,0.0328122330849171
1730818408294727680,4.41,-0.16,1,5.052389935956362,-0.4555448197572568,0.0338751305970146
1730818408394873344,4.31,-0.19,1,5.0933360360917455,-0.4519471738075572,0.0341766753037435
1730818408494881280,4.21,-0.22,1,5.126880976646034,-0.4537853608536109,0.0350044614335716
1730818408594951424,4.12,-0.24,1,5.1635376138809495,-0.4470804199031895,0.0350551696009515
1730818408694741504,4.02,-0.26,1,5.190739133465145,-0.4400767525048504,0.0339655272806116
1730818408794761472,3.92,-0.29,1,5.225833413952554,-0.4343881398989321,0.0334495427838048
1730818408894775296,3.82,-0.31,1,5.257587186443116,-0.4312510159833767,0.034546793908883
1730818408994711296,3.72,-0.33,1,5.300139351434225,-0.4271686277410104,0.0342221705904942
1730818409094849536,3.62,-0.35,1,5.332994917247953,-0.4257147780074178,0.0333899667353387
1730818409194771456,3.52,-0.37,1,5.3584323933394025,-0.42556052645625,0.033411157051448
1730818409294888192,3.42,-0.39,1,5.392708327002761,-0.4243926682751507,0.0336676183761168
1730818409394853376,3.32,-0.42,1,5.433397552065255,-0.4229293816474666,0.0345116714315232
1730818409494773504,3.23,-0.44,1,5.467682249403827,-0.4232205853233308,0.0348633873760586
1730818409594937600,3.13,-0.44,1,5.49308247718825,-0.4218698626310402,0.0346068666139044
1730818409694898432,3.03,-0.45,1,5.52849403036652,-0.4201357957450525,0.0335640669748319
1730818409794939392,2.93,-0.46,1,5.5594834830226505,-0.4211917321842803,0.0338855067620131
1730818409895054336,2.83,-0.46,1,5.599537488473614,-0.4200170406088979,0.0332876300149253
1730818409995027200,2.73,-0.47,1,5.624067145705158,-0.4197975018957421,0.0332853228756813
1730818410094904320,2.63,-0.47,1,5.659540425642759,-0.4169194002923925,0.0332356765772585
1730818410194907392,2.53,-0.48,1,5.691765849916755,-0.41837042157682,0.0330465302807067
1730818410294948608,2.44,-0.48,1,5.733973420356349,-0.4152963116377735,0.0333545399619468
1730818410394983168,2.34,-0.49,1,5.760873624866153,-0.4153998010959784,0.0330967016756094
1730818410495017216,2.24,-0.49,1,5.793947194104418,-0.4161429050294257,0.0332571172266771
1730818410594913536,2.16,-0.47,1,5.825256494257297,-0.4145925801175526,0.033184383094227
1730818410694867456,2.09,-0.46,1,5.869081783703381,-0.4125915157243086,0.0331790005441075
1730818410794856448,2.02,-0.44,1,5.893651945513231,-0.4122374370750578,0.034267111758536
1730818410894851328,1.94,-0.42,1,5.928386533733625,-0.4104214574546619,0.0340892192781117
1730818410994845440,1.87,-0.4,1,5.96252572860587,-0.4095457357288203,0.0339235665555287
1730818411094876416,1.79,-0.38,1,6.005094635319525,-0.408444256381907,0.0332926462699928
1730818411194841344,1.72,-0.36,1,6.036903022892148,-0.4089855439711455,0.0340565394198741
1730818411294786560,1.65,-0.34,1,6.062929738216995,-0.4083663049118683,0.0336711414259149
1730818411394881536,1.57,-0.32,1,6.094123536721982,-0.4081190827322156,0.0340272960498336
1730818411494803456,1.5,-0.3,1,6.137951132180495,-0.4066322432605008,0.0345984287685742
1730818411594754560,1.47,-0.29,1,6.17239047972315,-0.4064128952272653,0.0351133767707832
1730818411694789376,1.45,-0.29,1,6.197118066230031,-0.4051744178626816,0.0351188774568431
1730818411794816512,1.42,-0.28,1,6.230783300363185,-0.4017119252488997,0.035207609872208
1730818411894876160,1.4,-0.27,1,6.264678500682912,-0.4001923149362514,0.0341509149128159
1730818411994790400,1.37,-0.26,1,6.297863988499176,-0.4007149814516701,0.0346770065823578
1730818412094798592,1.35,-0.25,1,6.34099645071818,-0.3991498719929109,0.0343718955666694
1730818412194762496,1.32,-0.24,1,6.367869650122327,-0.3962716531089514,0.0346261903387366
1730818412294739456,1.3,-0.24,1,6.401196849383812,-0.3962282077720035,0.0350303090264503
1730818412394910208,1.28,-0.23,1,6.437214686833608,-0.3933041667740414,0.0355008707258944
1730818412494829312,1.25,-0.22,1,6.470344459063005,-0.3927996652807654,0.0351984212674654
1730818412594807296,1.27,-0.21,1,6.513542166554398,-0.3917150833430107,0.0354487045584794
1730818412694811392,1.29,-0.2,1,6.538679819505559,-0.3911041785094792,0.0355588314529341
1730818412794691584,1.31,-0.19,1,6.572391569469003,-0.3937002426741062,0.0365331452065587
1730818412894656512,1.33,-0.18,1,6.606736699806995,-0.3923955502543125,0.0370461550571787
1730818412994828288,1.35,-0.16,1,6.6462936256027065,-0.3941761123127641,0.0376520884388336
1730818413094791424,1.37,-0.15,1,6.67428714884426,-0.3898934070315863,0.0372517625750062
1730818413194897408,1.39,-0.14,1,6.709409173662834,-0.3880634856154263,0.0370985300878208
1730818413294884352,1.4,-0.13,1,6.743924972450658,-0.3869154453628569,0.0361237931420249
1730818413394723328,1.42,-0.12,1,6.785689056847689,-0.3862381914336393,0.0357753162957479
1730818413494700544,1.44,-0.11,1,6.818140123720931,-0.3866432147146711,0.035426330994167
1730818413594822400,1.44,-0.11,1,6.842521641740016,-0.3852788038535367,0.0351949657373408
1730818413694802176,1.44,-0.11,1,6.877864985502871,-0.3840010838414719,0.0343930645797216
1730818413794830336,1.44,-0.11,1,6.913423289322128,-0.383505282493139,0.0347645452814857
1730818413894778368,1.44,-0.11,1,6.946015206372814,-0.3844516422644148,0.0336658003790252
1730818413994867200,1.44,-0.11,1,6.973375177172217,-0.3815968614486229,0.0330694069984338
1730818414094777344,1.44,-0.11,1,7.013870775370244,-0.3829278383644449,0.0326810130942138
1730818414194711552,1.44,-0.11,1,7.049366194841316,-0.383221840511559,0.033395319738403
1730818414294735360,1.44,-0.11,1,7.084396767962319,-0.3805748949928269,0.032550019374217
1730818414394883328,1.44,-0.11,1,7.110090955673814,-0.3796709332534048,0.0338187587838306
