timestamp,robot_x,robot_y,robot_yaw_rad,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5
1730828174406489344,5.418501225575396,-4.488383369325968,1.0877714489187789,11.0,-1.64,7.67,1.07,2.85,0.77,2.7,-2.65,7.2,-6.06
1730828174506379264,5.420584210626141,-4.487351846568825,1.0921360410780352,11.0,-1.64,7.67,1.06,2.85,0.77,2.7,-2.65,7.2,-6.06
1730828174606413312,5.420513028638898,-4.488267910073325,1.090026199994102,11.0,-1.64,7.67,1.06,2.85,0.77,2.7,-2.65,7.2,-6.07
1730828174706440448,5.4206104388438,-4.4870237907995705,1.092282435385846,11.0,-1.64,7.67,1.06,2.85,0.77,2.7,-2.65,7.2,-6.07
1730828174806529280,5.420764385381101,-4.487141513784564,1.0929083981569443,11.0,-1.64,7.67,1.06,2.85,0.77,2.7,-2.65,7.2,-6.07
1730828174906466560,5.421450589001899,-4.487386974276372,1.093817798941806,11.0,-1.65,7.67,1.06,2.85,0.77,2.7,-2.65,7.19,-6.07
1730828175006382592,5.420927266279921,-4.4870574907241245,1.093778525356064,11.0,-1.65,7.67,1.06,2.85,0.77,2.7,-2.65,7.19,-6.07
1730828175106405376,5.421671816271076,-4.486216028055814,1.094988055642574,11.0,-1.65,7.67,1.06,2.85,0.77,2.7,-2.65,7.19,-6.07
1730828175206404352,5.421609647752648,-4.487232967006359,1.0949609756220664,11.0,-1.65,7.67,1.06,2.85,0.77,2.7,-2.65,7.19,-6.07
1730828175306479360,5.422414759816102,-4.486168568301013,1.0960523376087992,11.0,-1.65,7.67,1.06,2.85,0.77,2.7,-2.65,7.19,-6.07
1730828175406318080,5.422775710009944,-4.4853137526166575,1.0969219761816522,10.99,-1.66,7.67,1.06,2.85,0.77,2.7,-2.65,7.19,-6.07
1730828175506314240,5.422504780508126,-4.4858586554554725,1.0964708835562058,10.99,-1.66,7.67,1.06,2.85,0.77,2.7,-2.65,7.19,-6.07
1730828175606325504,5.42220962340632,-4.4863229289603535,1.096764245312117,10.99,-1.66,7.67,1.06,2.85,0.77,2.7,-2.65,7.19,-6.07
1730828175706460416,5.421912583755297,-4.485771906662222,1.096779446846579,10.97,-1.66,7.67,1.04,2.86,0.76,2.71,-2.65,7.18,-6.04
1730828175806458368,5.421906259058445,-4.486240585953992,1.096572220517586,10.95,-1.66,7.66,1.02,2.88,0.75,2.72,-2.64,7.18,-6.0
1730828175906517504,5.421981995256883,-4.48561838483413,1.096574097133643,10.93,-1.67,7.66,0.99,2.9,0.74,2.73,-2.64,7.17,-5.97
1730828176006481408,5.422687807229371,-4.485527141880854,1.0966524907383364,10.91,-1.67,7.65,0.97,2.92,0.73,2.74,-2.63,7.17,-5.93
1730828176106316288,5.422650121319841,-4.484455261586535,1.0955181614545904,10.89,-1.67,7.64,0.95,2.93,0.72,2.75,-2.63,7.16,-5.9
1730828176206311424,5.428589464759215,-4.471633189998922,1.0418255889655186,10.87,-1.67,7.64,0.92,2.95,0.71,2.76,-2.62,7.16,-5.86
1730828176306453504,5.431611859856029,-4.465330234029616,0.967624435190196,10.85,-1.68,7.63,0.9,2.97,0.7,2.77,-2.62,7.15,-5.83
1730828176406488320,5.442392998024824,-4.452796473972519,0.9598044667812344,10.83,-1.68,7.62,0.88,2.98,0.69,2.78,-2.61,7.15,-5.79
1730828176506554368,5.45242358701061,-4.432660588425066,0.9555978632470896,10.81,-1.68,7.62,0.85,3.0,0.68,2.79,-2.6,7.14,-5.76
1730828176606497280,5.462465961131005,-4.421395926565754,0.9606915533615784,10.79,-1.68,7.61,0.83,3.02,0.67,2.8,-2.6,7.14,-5.72
1730828176706519296,5.474684205572893,-4.398994505498486,0.9643016495982248,10.72,-1.68,7.57,0.76,3.06,0.6,2.85,-2.59,7.11,-5.63
1730828176806546432,5.486581264600685,-4.3826085720938135,0.9642807665358758,10.64,-1.68,7.52,0.7,3.1,0.53,2.9,-2.59,7.09,-5.54
1730828176906582272,5.497552671068028,-4.364369076572392,0.9639862908182532,10.57,-1.68,7.48,0.63,3.15,0.46,2.95,-2.58,7.07,-5.44
1730828177006544384,5.505893334672044,-4.350377945360288,0.9641948485326192,10.49,-1.67,7.44,0.56,3.19,0.39,3.0,-2.57,7.04,-5.35
1730828177106540544,5.522804077488629,-4.327485622901221,0.95643280191739,10.42,-1.67,7.39,0.5,3.23,0.32,3.05,-2.57,7.02,-5.26
