timestamp,x,y,column,robot_x,robot_y,robot_yaw_rad
1730212624862942464,2.99,-0.87,3,10.152913835915037,-1.7177550731159004,2.924153946828479
1730212624962871296,2.99,-0.87,3,10.15263042437703,-1.7176995521653209,3.000368300094505
1730212625062923520,2.99,-0.87,3,10.15233199367784,-1.7176630242564332,3.036685795149473
1730212625162898176,2.99,-0.87,3,10.152053608787822,-1.7176344690025225,3.0417067044623263
1730212625262869248,2.99,-0.87,3,10.15189822886986,-1.7176192491648643,3.041506715357764
1730212625362834176,2.99,-0.88,3,10.15177957179568,-1.7176072707217565,3.04082433434981
1730212625462803456,2.99,-0.88,3,10.151639498819582,-1.7175929311735916,3.04021499614588
1730212625562807296,2.99,-0.88,3,10.151466205136034,-1.717575013797218,3.0396317407023
1730212625662807296,2.99,-0.88,3,10.151273164061438,-1.7175551168135408,3.039212525930618
1730212625762797312,2.99,-0.88,3,10.14849091370884,-1.717265868702734,3.043277017469681
1730212625862805248,2.99,-0.88,3,10.134913529418856,-1.7158886960331303,3.0415571107182204
1730212625962743296,2.99,-0.89,3,10.109756935646804,-1.7133292073698303,3.0410082773013976
1730212626062666496,3.03,-0.89,3,10.082710749114687,-1.7106200404085972,3.042753052526008
1730212626162779392,3.06,-0.89,3,10.050907043413702,-1.707546283574572,3.0493262372081
1730212626262903552,3.1,-0.89,3,9.996704411111374,-1.6953166273620657,3.041612624243697
1730212626362900480,3.13,-0.89,3,9.91753451885035,-1.6873106980150387,3.041541203485972
1730212626462790400,3.17,-0.89,3,9.820235220215418,-1.6758777572869152,3.04099296570863
1730212626562804480,3.2,-0.89,3,9.720710167555293,-1.6657229432526997,3.038105816043225
1730212626662805248,3.23,-0.9,3,9.613825053606645,-1.652001932978233,3.0287025019631937
1730212626762742528,3.27,-0.9,3,9.526062192392368,-1.6419313095999315,3.0254233702494573
1730212626862783488,3.3,-0.9,3,9.422831798749543,-1.6301144407759738,3.017131654713562
1730212626962875392,3.34,-0.9,3,9.318887988182349,-1.6170944355329078,3.016790230741019
1730212627062836480,3.44,-0.92,3,9.233281551027744,-1.6026622444933063,3.0080337801449395
1730212627162788352,3.54,-0.94,3,9.132290964502532,-1.588931939093734,3.0048385152248387
1730212627262857472,3.64,-0.96,3,9.028922504107548,-1.568809447965996,2.997605789411599
1730212627362794496,3.74,-0.97,3,8.929968708979107,-1.55427459669386,2.993630180711766
1730212627462703360,3.84,-0.99,3,8.834110550680661,-1.5446269208040233,2.9970480207632404
1730212627562958336,3.94,-1.01,3,8.734575078160589,-1.5301078929230052,2.9963882711355967
1730212627662858240,4.04,-1.03,3,8.632942917982573,-1.5180486547380057,2.9990457028556587
1730212627762885376,4.14,-1.05,3,8.53257817655263,-1.503474084571223,2.995401429964515
1730212627862933504,4.24,-1.07,3,8.426485415364068,-1.4937724631488418,2.993134853251592
1730212627962723584,4.35,-1.08,3,8.3271472557552,-1.4786873273722967,2.9879022120042986
1730212628062867456,4.45,-1.1,3,8.231324965218501,-1.4665354140467484,2.9866557965591
1730212628162815232,4.55,-1.11,3,8.13213085617408,-1.4509901330889403,2.985672228254745
1730212628262847232,4.66,-1.12,3,8.029124689463426,-1.4401894528683892,2.987103813555199
1730212628362872320,4.76,-1.14,3,7.929369676455873,-1.424496526510692,2.983913791258879
1730212628462797312,4.86,-1.15,3,7.837034229774141,-1.4187539626005845,2.983356384335344
1730212628562851072,4.97,-1.16,3,7.737013319162104,-1.4025849107189663,2.978388733159943
1730212628662781184,5.07,-1.17,3,7.636407000296728,-1.3885177256261632,2.9776968169341096
1730212628762707200,5.18,-1.19,3,7.537114065468367,-1.3719884543116674,2.975691915245332
1730212628862790400,5.28,-1.2,3,7.43668462102891,-1.3616589301659667,2.975283342060472
1730212628962689280,5.38,-1.21,3,7.337603106480876,-1.3448468624482648,2.971622723783132
1730212629062762240,5.47,-1.27,3,7.234080330095188,-1.333180107419212,2.971356097496555
1730212629162741248,5.56,-1.34,3,7.135175410035425,-1.3159784236658914,2.9668504927714863
1730212629262690304,5.65,-1.4,3,7.039395840234854,-1.3036604925415738,2.964478830784908
1730212629362742272,5.73,-1.46,3,6.947001135202642,-1.2870109095342408,2.962569552735678
1730212629462743296,5.82,-1.52,3,6.8402523153337285,-1.272578013757266,2.961929888444831
